Mod:Item:MetaData, Localized Name
travelersbackpack:travelers_backpack:20, 旅行者背包
travelersbackpack:travelers_backpack:21, 旅行者背包
travelersbackpack:travelers_backpack:22, 旅行者背包
travelersbackpack:travelers_backpack:23, 旅行者背包
travelersbackpack:travelers_backpack:24, 旅行者背包
travelersbackpack:travelers_backpack:25, 旅行者背包
travelersbackpack:travelers_backpack:26, 旅行者背包
travelersbackpack:travelers_backpack:27, 旅行者背包
travelersbackpack:travelers_backpack:28, 旅行者背包
travelersbackpack:travelers_backpack:29, 旅行者背包
travelersbackpack:travelers_backpack:30, 旅行者背包
travelersbackpack:travelers_backpack:31, 旅行者背包
travelersbackpack:travelers_backpack:32, 旅行者背包
travelersbackpack:travelers_backpack:33, 旅行者背包
travelersbackpack:travelers_backpack:34, 旅行者背包
travelersbackpack:travelers_backpack:35, 旅行者背包
travelersbackpack:travelers_backpack:36, 旅行者背包
travelersbackpack:travelers_backpack:37, 旅行者背包
travelersbackpack:travelers_backpack:38, 旅行者背包
travelersbackpack:travelers_backpack:39, 旅行者背包
travelersbackpack:travelers_backpack:40, 旅行者背包
travelersbackpack:travelers_backpack:41, 旅行者背包
travelersbackpack:travelers_backpack:42, 旅行者背包
travelersbackpack:travelers_backpack:43, 旅行者背包
travelersbackpack:travelers_backpack:44, 旅行者背包
travelersbackpack:travelers_backpack:45, 旅行者背包
travelersbackpack:travelers_backpack:46, 旅行者背包
travelersbackpack:travelers_backpack:47, 旅行者背包
travelersbackpack:travelers_backpack:48, 旅行者背包
travelersbackpack:travelers_backpack:49, 旅行者背包
travelersbackpack:travelers_backpack:50, 旅行者背包
travelersbackpack:travelers_backpack:51, 旅行者背包
travelersbackpack:travelers_backpack:52, 旅行者背包
travelersbackpack:travelers_backpack:53, 旅行者背包
travelersbackpack:travelers_backpack:54, 旅行者背包
travelersbackpack:travelers_backpack:55, 旅行者背包
travelersbackpack:travelers_backpack:56, 旅行者背包
travelersbackpack:travelers_backpack:57, 旅行者背包
travelersbackpack:travelers_backpack:58, 旅行者背包
travelersbackpack:travelers_backpack:59, 旅行者背包
travelersbackpack:travelers_backpack:60, 旅行者背包
travelersbackpack:travelers_backpack:61, 旅行者背包
travelersbackpack:travelers_backpack:62, 旅行者背包
travelersbackpack:travelers_backpack:63, 旅行者背包
travelersbackpack:travelers_backpack:64, 旅行者背包
travelersbackpack:travelers_backpack:65, 旅行者背包
travelersbackpack:travelers_backpack:66, 旅行者背包
travelersbackpack:travelers_backpack:67, 旅行者背包
travelersbackpack:travelers_backpack:68, 旅行者背包
travelersbackpack:travelers_backpack:69, 旅行者背包
travelersbackpack:travelers_backpack:70, 旅行者背包
travelersbackpack:travelers_backpack:71, 旅行者背包
travelersbackpack:travelers_backpack:72, 旅行者背包
travelersbackpack:travelers_backpack:73, 旅行者背包
travelersbackpack:travelers_backpack:74, 旅行者背包
travelersbackpack:travelers_backpack:75, 旅行者背包
travelersbackpack:travelers_backpack:76, 旅行者背包
travelersbackpack:backpack_tank, 背包储罐
travelersbackpack:sleeping_bag_bottom, 睡袋
travelersbackpack:hose_nozzle, 水管口
travelersbackpack:hose, 水管
ironchest:iron_chest:0, 铁箱子
ironchest:iron_chest:1, 金箱子
ironchest:iron_chest:2, 钻石箱子
ironchest:iron_chest:3, 铜箱子
ironchest:iron_chest:4, 银箱子
ironchest:iron_chest:5, 水晶箱子
ironchest:iron_chest:6, 黑曜石箱子
ironchest:iron_chest:7, 泥箱子9000!
ironchest:iron_shulker_box_white:0, 白色铁质潜影盒
ironchest:iron_shulker_box_white:1, 白色金质潜影盒
ironchest:iron_shulker_box_white:2, 白色钻石潜影盒
ironchest:iron_shulker_box_white:3, 白色铜质潜影盒
ironchest:iron_shulker_box_white:4, 白色银质潜影盒
ironchest:iron_shulker_box_white:5, 白色水晶潜影盒
ironchest:iron_shulker_box_white:6, 白色黑曜石潜影盒
ironchest:iron_shulker_box_orange:0, 橙色铁质潜影盒
ironchest:iron_shulker_box_orange:1, 橙色金质潜影盒
ironchest:iron_shulker_box_orange:2, 橙色钻石潜影盒
ironchest:iron_shulker_box_orange:3, 橙色铜质潜影盒
ironchest:iron_shulker_box_orange:4, 橙色银质潜影盒
ironchest:iron_shulker_box_orange:5, 橙色水晶潜影盒
ironchest:iron_shulker_box_orange:6, 橙色黑曜石潜影盒
ironchest:iron_shulker_box_magenta:0, 品红色铁质潜影盒
ironchest:iron_shulker_box_magenta:1, 品红色金质潜影盒
ironchest:iron_shulker_box_magenta:2, 品红色钻石潜影盒
ironchest:iron_shulker_box_magenta:3, 品红色铜质潜影盒
ironchest:iron_shulker_box_magenta:4, 品红色银质潜影盒
ironchest:iron_shulker_box_magenta:5, 品红色水晶潜影盒
ironchest:iron_shulker_box_magenta:6, 品红色黑曜石潜影盒
ironchest:iron_shulker_box_light_blue:0, 淡蓝色铁质潜影盒
ironchest:iron_shulker_box_light_blue:1, 淡蓝色金质潜影盒
ironchest:iron_shulker_box_light_blue:2, 淡蓝色钻石潜影盒
ironchest:iron_shulker_box_light_blue:3, 淡蓝色铜质潜影盒
ironchest:iron_shulker_box_light_blue:4, 淡蓝色银质潜影盒
ironchest:iron_shulker_box_light_blue:5, 淡蓝色水晶潜影盒
ironchest:iron_shulker_box_light_blue:6, 淡蓝色黑曜石潜影盒
ironchest:iron_shulker_box_yellow:0, 黄色铁质潜影盒
ironchest:iron_shulker_box_yellow:1, 黄色金质潜影盒
ironchest:iron_shulker_box_yellow:2, 黄色钻石潜影盒
ironchest:iron_shulker_box_yellow:3, 黄色铜质潜影盒
ironchest:iron_shulker_box_yellow:4, 黄色银质潜影盒
ironchest:iron_shulker_box_yellow:5, 黄色水晶潜影盒
ironchest:iron_shulker_box_yellow:6, 黄色黑曜石潜影盒
ironchest:iron_shulker_box_lime:0, 黄绿色铁质潜影盒
ironchest:iron_shulker_box_lime:1, 黄绿色金质潜影盒
ironchest:iron_shulker_box_lime:2, 黄绿色钻石潜影盒
ironchest:iron_shulker_box_lime:3, 黄绿色铜质潜影盒
ironchest:iron_shulker_box_lime:4, 黄绿色银质潜影盒
ironchest:iron_shulker_box_lime:5, 黄绿色水晶潜影盒
ironchest:iron_shulker_box_lime:6, 黄绿色黑曜石潜影盒
ironchest:iron_shulker_box_pink:0, 粉色铁质潜影盒
ironchest:iron_shulker_box_pink:1, 粉色金质潜影盒
ironchest:iron_shulker_box_pink:2, 粉色钻石潜影盒
ironchest:iron_shulker_box_pink:3, 粉色铜质潜影盒
ironchest:iron_shulker_box_pink:4, 粉色银质潜影盒
ironchest:iron_shulker_box_pink:5, 粉色水晶潜影盒
ironchest:iron_shulker_box_pink:6, 粉色黑曜石潜影盒
ironchest:iron_shulker_box_gray:0, 灰色铁质潜影盒
ironchest:iron_shulker_box_gray:1, 灰色金质潜影盒
ironchest:iron_shulker_box_gray:2, 灰色钻石潜影盒
ironchest:iron_shulker_box_gray:3, 灰色铜质潜影盒
ironchest:iron_shulker_box_gray:4, 灰色银质潜影盒
ironchest:iron_shulker_box_gray:5, 灰色水晶潜影盒
ironchest:iron_shulker_box_gray:6, 灰色黑曜石潜影盒
ironchest:iron_shulker_box_silver:0, 银色铁质潜影盒
ironchest:iron_shulker_box_silver:1, 银色金质潜影盒
ironchest:iron_shulker_box_silver:2, 银色钻石潜影盒
ironchest:iron_shulker_box_silver:3, 银色铜质潜影盒
ironchest:iron_shulker_box_silver:4, 银色银质潜影盒
ironchest:iron_shulker_box_silver:5, 银色水晶潜影盒
ironchest:iron_shulker_box_silver:6, 银色黑曜石潜影盒
ironchest:iron_shulker_box_cyan:0, 青色铁质潜影盒
ironchest:iron_shulker_box_cyan:1, 青色金质潜影盒
ironchest:iron_shulker_box_cyan:2, 青色钻石潜影盒
ironchest:iron_shulker_box_cyan:3, 青色铜质潜影盒
ironchest:iron_shulker_box_cyan:4, 青色银质潜影盒
ironchest:iron_shulker_box_cyan:5, 青色水晶潜影盒
ironchest:iron_shulker_box_cyan:6, 青色黑曜石潜影盒
ironchest:iron_shulker_box_purple:0, 紫色铁质潜影盒
ironchest:iron_shulker_box_purple:1, 紫色金质潜影盒
ironchest:iron_shulker_box_purple:2, 紫色钻石潜影盒
ironchest:iron_shulker_box_purple:3, 紫色铜质潜影盒
ironchest:iron_shulker_box_purple:4, 紫色银质潜影盒
ironchest:iron_shulker_box_purple:5, 紫色水晶潜影盒
ironchest:iron_shulker_box_purple:6, 紫色黑曜石潜影盒
ironchest:iron_shulker_box_blue:0, 蓝色铁质潜影盒
ironchest:iron_shulker_box_blue:1, 蓝色金质潜影盒
ironchest:iron_shulker_box_blue:2, 蓝色钻石潜影盒
ironchest:iron_shulker_box_blue:3, 蓝色铜质潜影盒
ironchest:iron_shulker_box_blue:4, 蓝色银质潜影盒
ironchest:iron_shulker_box_blue:5, 蓝色水晶潜影盒
ironchest:iron_shulker_box_blue:6, 蓝色黑曜石潜影盒
ironchest:iron_shulker_box_brown:0, 棕色铁质潜影盒
ironchest:iron_shulker_box_brown:1, 棕色金质潜影盒
ironchest:iron_shulker_box_brown:2, 棕色钻石潜影盒
ironchest:iron_shulker_box_brown:3, 棕色铜质潜影盒
ironchest:iron_shulker_box_brown:4, 棕色银质潜影盒
ironchest:iron_shulker_box_brown:5, 棕色水晶潜影盒
ironchest:iron_shulker_box_brown:6, 棕色黑曜石潜影盒
ironchest:iron_shulker_box_green:0, 绿色铁质潜影盒
ironchest:iron_shulker_box_green:1, 绿色金质潜影盒
ironchest:iron_shulker_box_green:2, 绿色钻石潜影盒
ironchest:iron_shulker_box_green:3, 绿色铜质潜影盒
ironchest:iron_shulker_box_green:4, 绿色银质潜影盒
ironchest:iron_shulker_box_green:5, 绿色水晶潜影盒
ironchest:iron_shulker_box_green:6, 绿色黑曜石潜影盒
ironchest:iron_shulker_box_red:0, 红色铁质潜影盒
ironchest:iron_shulker_box_red:1, 红色金质潜影盒
ironchest:iron_shulker_box_red:2, 红色钻石潜影盒
ironchest:iron_shulker_box_red:3, 红色铜质潜影盒
ironchest:iron_shulker_box_red:4, 红色银质潜影盒
ironchest:iron_shulker_box_red:5, 红色水晶潜影盒
ironchest:iron_shulker_box_red:6, 红色黑曜石潜影盒
ironchest:iron_shulker_box_black:0, 黑色铁质潜影盒
ironchest:iron_shulker_box_black:1, 黑色金质潜影盒
ironchest:iron_shulker_box_black:2, 黑色钻石潜影盒
ironchest:iron_shulker_box_black:3, 黑色铜质潜影盒
ironchest:iron_shulker_box_black:4, 黑色银质潜影盒
ironchest:iron_shulker_box_black:5, 黑色水晶潜影盒
ironchest:iron_shulker_box_black:6, 黑色黑曜石潜影盒
ironchest:iron_gold_chest_upgrade, 升级：铁>金
ironchest:gold_diamond_chest_upgrade, 升级：金>钻石
ironchest:copper_silver_chest_upgrade, 升级：铜>银
ironchest:silver_gold_chest_upgrade, 升级：银>金
ironchest:copper_iron_chest_upgrade, 升级：铜>铁
ironchest:diamond_crystal_chest_upgrade, 升级：钻石>水晶
ironchest:wood_iron_chest_upgrade, 升级：木>铁
ironchest:wood_copper_chest_upgrade, 升级：木>铜
ironchest:diamond_obsidian_chest_upgrade, 升级：钻石>黑曜石
ironchest:iron_gold_shulker_upgrade, 升级：铁质>金质潜影盒
ironchest:gold_diamond_shulker_upgrade, 升级：金质>钻石潜影盒
ironchest:copper_silver_shulker_upgrade, 升级：铜质>银质潜影盒
ironchest:silver_gold_shulker_upgrade, 升级：银质>金质潜影盒
ironchest:copper_iron_shulker_upgrade, 升级：铜质>铁质潜影盒
ironchest:diamond_crystal_shulker_upgrade, 升级：钻石>水晶潜影盒
ironchest:vanilla_iron_shulker_upgrade, 升级：原版>铁质潜影盒
ironchest:vanilla_copper_shulker_upgrade, 升级：原版>铜质潜影盒
ironchest:diamond_obsidian_shulker_upgrade, 升级：钻石>黑曜石潜影盒
extra_recipe:record_blank, 空白唱片
extra_recipe:wip_matter, WIP物质
silverlighting:tinybamboolight, 竹光残片
futuremc:dye:0, 白色染料
futuremc:dye:1, 蓝色染料
futuremc:dye:2, 棕色染料
futuremc:dye:3, 黑色染料
futuremc:trident, 三叉戟
futuremc:banner_pattern:0, 旗帜图案
futuremc:banner_pattern:1, 旗帜图案
futuremc:banner_pattern:2, 旗帜图案
futuremc:banner_pattern:3, 旗帜图案
futuremc:banner_pattern:4, 旗帜图案
futuremc:banner_pattern:5, 旗帜图案
futuremc:honeycomb, 蜂窝
futuremc:honey_bottle, 蜂蜜瓶
futuremc:sweet_berries, 甜浆果
futuremc:suspicious_stew, 谜之炖菜
futuremc:pufferfish_bucket, 河豚桶
futuremc:salmon_bucket, 鲑鱼桶
futuremc:cod_bucket, 鳕鱼桶
futuremc:tropical_fish_bucket, 热带鱼桶
futuremc:nautilus_shell, 鹦鹉螺壳
futuremc:lantern, 灯笼
futuremc:stonecutter, 碎石机
futuremc:barrel, 木桶
futuremc:smoker, 烟熏炉
futuremc:blast_furnace, 高炉
futuremc:loom, 织布机
futuremc:fletching_table, 制箭台
futuremc:smithing_table, 锻造台
futuremc:cartography_table, 制图台
futuremc:grindstone, 磨石
futuremc:composter, 堆肥桶
futuremc:bell, 钟
futuremc:honey_block, 蜂蜜块
futuremc:honeycomb_block, 蜜脾块
futuremc:lily_of_the_valley, 铃兰
futuremc:cornflower, 矢车菊
futuremc:wither_rose, 凋零玫瑰
futuremc:campfire, 营火
futuremc:scaffolding, Scaffolding
futuremc:bee_nest, 蜂巢
futuremc:beehive, 巨型蜂巢
futuremc:stripped_acacia_log, 去皮金合欢原木
futuremc:stripped_jungle_log, 去皮丛林原木
futuremc:stripped_birch_log, 去皮白桦原木
futuremc:stripped_oak_log, 去皮橡木原木
futuremc:stripped_spruce_log, 去皮云杉原木
futuremc:stripped_dark_oak_log, 去皮深色橡木原木
futuremc:brick_wall, 砖块墙
futuremc:granite_wall, 花岗岩石砖墙
futuremc:andesite_wall, 安山岩墙
futuremc:diorite_wall, 闪长岩墙
futuremc:sandstone_wall, 砂岩墙
futuremc:red_sandstone_wall, 红砂岩墙
futuremc:stone_brick_wall, 石砖墙
futuremc:mossy_stone_brick_wall, 苔石砖墙
futuremc:nether_brick_wall, 下界砖墙
futuremc:red_nether_brick_wall, 红色下界砖墙
futuremc:end_stone_brick_wall, 末地石砖墙
futuremc:prismarine_wall, 海晶石墙
futuremc:smooth_stone, 平滑石
futuremc:smooth_sandstone, 平滑砂岩
futuremc:smooth_quartz, 平滑石英块
futuremc:smooth_red_sandstone, 平滑红砂岩
futuremc:blue_ice, 蓝冰
futuremc:stripped_acacia_wood, 去皮金合欢木
futuremc:stripped_jungle_wood, 去皮丛林木
futuremc:stripped_birch_wood, 去皮白桦木
futuremc:stripped_oak_wood, 去皮橡木
futuremc:stripped_spruce_wood, 去皮云杉木
futuremc:stripped_dark_oak_wood, 去皮深色橡木
futuremc:acacia_wood, 金合欢木
futuremc:jungle_wood, 丛林木
futuremc:birch_wood, 白桦木
futuremc:oak_wood, 橡木
futuremc:spruce_wood, 云杉木
futuremc:dark_oak_wood, 深色橡木
futuremc:acacia_trapdoor, 金合欢木活板门
futuremc:jungle_trapdoor, 丛林木活板门
futuremc:birch_trapdoor, 白桦木活板门
futuremc:spruce_trapdoor, 云杉木活板门
futuremc:dark_oak_trapdoor, 深色橡木活板门
futuremc:soul_fire_lantern, 灵魂灯笼
futuremc:soul_fire_torch, 灵魂火把
futuremc:soul_soil, 灵魂土
futuremc:netherite_ingot, 下界合金锭
futuremc:netherite_scrap, 下界合金剑碎片
futuremc:netherite_axe, 下界合金斧
futuremc:netherite_hoe, 下界合金锄
futuremc:netherite_pickaxe, 下界合金镐
futuremc:netherite_shovel, 下界合金锹
futuremc:netherite_sword, 下界合金剑
futuremc:netherite_helmet, 下界合金头盔
futuremc:netherite_chestplate, 下界合金胸甲
futuremc:netherite_leggings, 下界合金护腿
futuremc:netherite_boots, 下界合金靴子
futuremc:chain, 锁链
futuremc:netherite_block, 下界合金块
futuremc:ancient_debris, 远古残骸
futuremc:record_pigstep, Music Disc
futuremc:record_otherside, Music Disc
endores:ore_coal, End Coal Ore
endores:ore_iron, End Iron Ore
endores:ore_gold, End Gold Ore
endores:ore_redstone, End Redstone Ore
endores:ore_lapis, End Lapis Lazuli Ore
endores:ore_diamond, End Diamond Ore
endores:ore_emerald, End Emerald Ore
endores:nether_ore_coal, Nether Coal Ore
endores:nether_ore_iron, Nether Iron Ore
endores:nether_ore_gold, Nether Gold Ore
endores:nether_ore_lapis, Nether Lapis Lazuli Ore
endores:nether_ore_redstone, Nether Redstone Ore
endores:nether_ore_diamond, Nether Diamond Ore
endores:nether_ore_emerald, Nether Emerald Ore
shincolle:blockabyssium, 深海金属砖
shincolle:blockcrane, 深海之冠
shincolle:blockdesk, 深海提督的办公桌
shincolle:blockframe, 深海框架
shincolle:blockgrudge, 怨念团块
shincolle:blockgrudgexp, Sublimation Grudge Lump
shincolle:blockgrudgeheavy, 沉重的怨念团块
shincolle:blockgrudgeheavydeco, 沉重的怨念团块（饰品）
shincolle:blocklightair, tile.shincolle:BlockLightAir.name
shincolle:blocklightliquid, tile.shincolle:BlockLightLiquid.name
shincolle:blockpolymetal, 多金属砖
shincolle:blockpolymetalgravel, 多金属砾石
shincolle:blockpolymetalore, 多金属矿
shincolle:blocksmallshipyard, 深海热泉
shincolle:blockvolblock, 深海火山块
shincolle:blockvolcore, 深海火山核心
shincolle:blockwaypoint, 深海路径点
shincolle:shipspawnegg:0, 深海栖舰蛋（初级）
shincolle:shipspawnegg:1, 深海栖舰蛋（高级）
shincolle:shipspawnegg:2, 驱逐 イ级
shincolle:shipspawnegg:3, 驱逐 ロ级
shincolle:shipspawnegg:4, 驱逐 ハ级
shincolle:shipspawnegg:5, 驱逐 ニ级
shincolle:shipspawnegg:11, 重巡 リ级
shincolle:shipspawnegg:12, 重巡 ネ级
shincolle:shipspawnegg:14, 空母 ヲ级
shincolle:shipspawnegg:15, 战舰 儿级
shincolle:shipspawnegg:16, 战列舰 タ级
shincolle:shipspawnegg:17, 航空战列舰 レ级
shincolle:shipspawnegg:18, 运输舰 ワ级
shincolle:shipspawnegg:19, 潜舰 カ级
shincolle:shipspawnegg:20, 潜舰 ヨ级
shincolle:shipspawnegg:21, 潜舰 ソ级
shincolle:shipspawnegg:29, 驱逐舰姬
shincolle:shipspawnegg:51, 重巡洋舰姬
shincolle:shipspawnegg:22, 空母姬
shincolle:shipspawnegg:28, 战列舰栖姬
shincolle:shipspawnegg:23, 飞行场姬
shincolle:shipspawnegg:30, 港湾栖姬
shincolle:shipspawnegg:31, 离岛栖姬
shincolle:shipspawnegg:32, Midway Princess
shincolle:shipspawnegg:33, 北方栖姬
shincolle:shipspawnegg:46, Submarine Princess
shincolle:shipspawnegg:74, Submarine New Princess
shincolle:shipspawnegg:35, 空母水鬼
shincolle:shipspawnegg:53, 驱逐舰 暁
shincolle:shipspawnegg:2053, 驱逐舰 暁（Mob）
shincolle:shipspawnegg:54, 驱逐舰 响
shincolle:shipspawnegg:2054, 驱逐舰 响（Mob）
shincolle:shipspawnegg:55, 驱逐舰 雷
shincolle:shipspawnegg:2055, 驱逐舰 雷 （Mob）
shincolle:shipspawnegg:56, 驱逐舰 电
shincolle:shipspawnegg:2056, 驱逐舰 电 （Mob）
shincolle:shipspawnegg:38, 驱逐舰 岛风
shincolle:shipspawnegg:2038, 驱逐舰 岛风 （Mob）
shincolle:shipspawnegg:58, 轻巡 天龙
shincolle:shipspawnegg:2058, 轻巡 天龙 （Mob）
shincolle:shipspawnegg:59, 轻巡 龙田
shincolle:shipspawnegg:2059, 轻巡 龙田 （Mob）
shincolle:shipspawnegg:61, 重巡 高雄
shincolle:shipspawnegg:2061, 重巡 高雄 （Mob）
shincolle:shipspawnegg:60, 重巡 爱宕
shincolle:shipspawnegg:2060, 重巡 爱宕 （Mob）
shincolle:shipspawnegg:49, 空母 加贺
shincolle:shipspawnegg:2049, 空母 加贺 （Mob）
shincolle:shipspawnegg:50, 空母 赤城
shincolle:shipspawnegg:2050, 空母 赤城 （Mob）
shincolle:shipspawnegg:62, Battleship Kongou
shincolle:shipspawnegg:2062, Battleship Kongou (Mob)
shincolle:shipspawnegg:63, Battleship Hiei
shincolle:shipspawnegg:2063, Battleship Hiei (Mob)
shincolle:shipspawnegg:64, Battleship Haruna
shincolle:shipspawnegg:2064, Battleship Haruna (Mob)
shincolle:shipspawnegg:65, Battleship Kirishima
shincolle:shipspawnegg:2065, Battleship Kirishima (Mob)
shincolle:shipspawnegg:39, 战列舰 长门
shincolle:shipspawnegg:2039, 战列舰 长门 （Mob）
shincolle:shipspawnegg:48, 战列舰 大和
shincolle:shipspawnegg:2048, 战列舰 大和 （Mob）
shincolle:shipspawnegg:40, 潜水艇 U-511
shincolle:shipspawnegg:2040, 潜水艇 U-511 （Mob）
shincolle:shipspawnegg:41, 潜水艇 吕500
shincolle:shipspawnegg:2041, 潜水艇 吕500 （Mob）
shincolle:abyssmetal:0, 深海金属
shincolle:abyssmetal:1, 多金属结核
shincolle:abyssnugget:0, 深海金属粒
shincolle:abyssnugget:1, 多金属粒
shincolle:ammo:0, 怨念弹
shincolle:ammo:1, 怨念弹集装箱
shincolle:ammo:2, 重型怨念弹
shincolle:ammo:3, 重型怨念弹集装箱
shincolle:grudge:0, 怨念
shincolle:grudge:1, Sublimation Grudge
shincolle:equipairplane:0, 深海栖舰攻Mk.I
shincolle:equipairplane:1, 深海栖舰攻Mk.II
shincolle:equipairplane:2, 深海栖舰攻Mk.III
shincolle:equipairplane:3, 深海复仇者舰攻
shincolle:equipairplane:15, 深海复仇者舰攻改
shincolle:equipairplane:4, 深海栖舰战Mk.I
shincolle:equipairplane:5, 深海栖舰战Mk.II
shincolle:equipairplane:6, 深海栖舰战Mk.III
shincolle:equipairplane:7, 深海飞鱼舰战
shincolle:equipairplane:8, 深海地狱猫舰战
shincolle:equipairplane:18, 深海地狱猫舰爆
shincolle:equipairplane:16, 深海地狱猫舰战改
shincolle:equipairplane:21, 深海熊猫舰战
shincolle:equipairplane:9, 深海栖舰爆Mk.I
shincolle:equipairplane:10, 深海栖舰爆Mk.II
shincolle:equipairplane:11, 深海飞鱼舰爆
shincolle:equipairplane:12, 深海地狱舰爆
shincolle:equipairplane:17, 深海地狱舰爆改
shincolle:equipairplane:19, 深海陆基俯冲爆击机
shincolle:equipairplane:20, 深海陆基俯冲爆击机（ACE）
shincolle:equipairplane:13, 深海栖舰侦察机
shincolle:equipairplane:14, 深海飞鱼侦察机
shincolle:equipammo:0, Type 91 Armor Piercing Shell
shincolle:equipammo:1, Type 1 Armor Piercing Shell
shincolle:equipammo:2, Anti-Air Dispersal Shell
shincolle:equipammo:3, Type 3 Shell
shincolle:equipammo:4, Depleted Uranium Shell
shincolle:equipammo:5, Gravity Shell
shincolle:equipammo:6, Anti-Gravity Shell
shincolle:equipammo:7, Enchant Shell
shincolle:equipammo:8, Cluster Bomb
shincolle:equiparmor:0, 深海装甲
shincolle:equiparmor:1, 重型深海装甲
shincolle:equiparmor:5, 深海水线装甲防雷鼓包
shincolle:equiparmor:2, 深海防雷鼓包 （S）
shincolle:equiparmor:3, 深海防雷鼓包 （M）
shincolle:equiparmor:4, 深海防雷鼓包 （L）
shincolle:equiparmor:6, 深海水密隔舱
shincolle:equipcannon:0, 5寸单装炮
shincolle:equipcannon:1, 6寸单装炮
shincolle:equipcannon:12, 沿岸设置抱
shincolle:equipcannon:2, 5寸连装炮
shincolle:equipcannon:3, 6寸连装速射炮
shincolle:equipcannon:4, 5寸连装两用炮
shincolle:equipcannon:13, 8寸长射程连装抱
shincolle:equipcannon:5, 12.5寸连装副炮
shincolle:equipcannon:6, 14寸连装炮
shincolle:equipcannon:7, 16寸连装炮
shincolle:equipcannon:8, 20寸连装炮
shincolle:equipcannon:11, 15寸要塞炮
shincolle:equipcannon:9, 8寸三连装炮
shincolle:equipcannon:15, 12-Inch Triple Cannon
shincolle:equipcannon:10, 16寸三连装炮
shincolle:equipcannon:14, 15-Inch Quadruple Cannon
shincolle:equipcatapult:0, 深海弹射器F型Mk.II
shincolle:equipcatapult:1, 深海弹射器H型
shincolle:equipcatapult:2, 深海弹射器C型
shincolle:equipcatapult:3, 深海电磁弹射器
shincolle:equipcompass, 深海指南针
shincolle:equipdrum:0, 深海液鼓
shincolle:equipdrum:1, 深海泵站
shincolle:equipdrum:2, 深海特高压变压器
shincolle:equipflare, 深海信号弹
shincolle:equipmachinegun:0, 3寸单装高射炮
shincolle:equipmachinegun:1, 5寸单装高射炮
shincolle:equipmachinegun:2, 12.7mm机关枪
shincolle:equipmachinegun:3, 20mm机关枪
shincolle:equipmachinegun:4, 40mm二连装机关枪
shincolle:equipmachinegun:5, 40mm四连装机关枪
shincolle:equipmachinegun:6, 4寸连装两用炮+战情中心
shincolle:equipradar:0, 对空雷达Mk.I
shincolle:equipradar:1, 对空雷达Mk.II
shincolle:equipradar:5, 深海对空雷达
shincolle:equipradar:2, 水上雷达Mk.I
shincolle:equipradar:3, 水上雷达Mk.II
shincolle:equipradar:6, 深海水上雷达
shincolle:equipradar:4, 深海声纳
shincolle:equipradar:7, 深海声纳Mk.II
shincolle:equipradar:8, 深海火控系统+战情中心
shincolle:equipsearchlight, 深海探照灯
shincolle:equiptorpedo:0, 21寸鱼雷前期型
shincolle:equiptorpedo:1, 21寸鱼雷后期型
shincolle:equiptorpedo:2, 22寸鱼雷后期型
shincolle:equiptorpedo:3, 深海乌贼鱼雷
shincolle:equiptorpedo:4, 高速深海鱼雷
shincolle:equiptorpedo:5, 高速深海鱼类改II
shincolle:equiptorpedo:6, Abyssal Ambush Torpedo
shincolle:equipturbine:0, 深海引擎
shincolle:equipturbine:1, 改良型深海涡轮
shincolle:equipturbine:2, 强化型深海引擎
shincolle:equipturbine:3, 深海引擎
shincolle:equipturbine:4, 新型深海引擎
shincolle:bucketrepair, 修复桶
shincolle:combatration:0, 饭团
shincolle:combatration:1, 怨念味饭团
shincolle:combatration:2, 大饭团
shincolle:combatration:3, 怨念味大饭团
shincolle:combatration:4, 冰激凌
shincolle:combatration:5, 怨念味冰激凌
shincolle:deskitembook, 深海日志
shincolle:deskitemradar, 携带型深海雷达
shincolle:instantconmat, 高速建造材料
shincolle:kaitaihammer, 解体槌
shincolle:marriagering, 深海栖舰结婚戒指
shincolle:modernkit, 近代化改修工具
shincolle:ownerpaper, 深海栖舰所有权书
shincolle:optool, OP Tool
shincolle:pointeritem:0, ヲ级的指挥权杖
shincolle:recipepaper, Crafting Recipe
shincolle:repairgoddess, 深海女神的怨念
shincolle:shiptank:0, 深海液体槽 （小）
shincolle:shiptank:1, 深海液体运输罐 （中）
shincolle:shiptank:2, 深海液体槽 （大）
shincolle:shiptank:3, 深海液体槽 （更大）
shincolle:targetwrench, 目标设定扳手
shincolle:trainingbook, 维护人员训练手册
shincolle:toyairplane, 零式21型舰战（1/48）
mysticalagriculture:storage:0, §e下级精华块
mysticalagriculture:storage:1, §a初级精华块
mysticalagriculture:storage:2, §6中级精华块
mysticalagriculture:storage:3, §b高级精华块
mysticalagriculture:storage:4, §c终极精华块
mysticalagriculture:storage:5, 活化水晶块
mysticalagriculture:ingot_storage:0, 基础精华块
mysticalagriculture:ingot_storage:1, §e下级精华块
mysticalagriculture:ingot_storage:2, §a初级精华块
mysticalagriculture:ingot_storage:3, §6中级精华块
mysticalagriculture:ingot_storage:4, §b高级精华块
mysticalagriculture:ingot_storage:5, §c终极精华块
mysticalagriculture:ingot_storage:6, §d离魂块
mysticalagriculture:coal_block:0, §e下级进化煤块
mysticalagriculture:coal_block:1, §a初级精华煤块
mysticalagriculture:coal_block:2, §6中级精华煤块
mysticalagriculture:coal_block:3, §b高级精华煤块
mysticalagriculture:coal_block:4, §c终极精华煤块
